INFO 2023-04-04 17:53:06,688 autoreload 597 Watching for file changes with StatReloader
INFO 2023-04-04 17:55:57,576 autoreload 597 Watching for file changes with StatReloader
INFO 2023-04-04 17:58:47,718 autoreload 597 Watching for file changes with StatReloader
INFO 2023-04-04 18:01:36,809 autoreload 597 Watching for file changes with StatReloader
INFO 2023-04-04 18:03:18,597 autoreload 597 Watching for file changes with StatReloader
INFO 2023-04-04 18:07:47,044 autoreload 597 Watching for file changes with StatReloader
INFO 2023-04-04 18:07:51,096 basehttp 154 "OPTIONS /user/ HTTP/1.1" 200 0
INFO 2023-04-04 18:07:51,152 basehttp 154 "GET /user/ HTTP/1.1" 200 100
INFO 2023-04-04 18:07:51,162 basehttp 154 "OPTIONS /browse_histories/ HTTP/1.1" 200 0
INFO 2023-04-04 18:07:51,198 basehttp 154 "GET /browse_histories/ HTTP/1.1" 200 1084
INFO 2023-04-04 18:07:57,893 basehttp 154 "GET /categories/115/skus/?page=1&page_size=5&ordering=-create_time HTTP/1.1" 200 1290
INFO 2023-04-04 18:08:07,101 basehttp 154 "GET /admin/ HTTP/1.1" 200 10449
WARNING 2023-04-04 18:08:07,289 log 228 Not Found: /favicon.ico
WARNING 2023-04-04 18:08:07,289 basehttp 154 "GET /favicon.ico HTTP/1.1" 404 9094
INFO 2023-04-04 18:08:11,065 basehttp 154 "GET /admin/goods/sku/ HTTP/1.1" 200 8704
INFO 2023-04-04 18:08:11,127 basehttp 154 "GET /admin/jsi18n/ HTTP/1.1" 200 7722
INFO 2023-04-04 18:08:13,924 basehttp 154 "GET /admin/goods/sku/16/change/ HTTP/1.1" 200 34316
INFO 2023-04-04 18:08:13,968 basehttp 154 "GET /admin/jsi18n/ HTTP/1.1" 200 7722
INFO 2023-04-04 18:08:17,182 basehttp 154 "POST /admin/goods/sku/16/change/ HTTP/1.1" 302 0
INFO 2023-04-04 18:08:17,238 basehttp 154 "GET /admin/goods/sku/ HTTP/1.1" 200 8950
INFO 2023-04-04 18:08:17,259 basehttp 154 "GET /admin/jsi18n/ HTTP/1.1" 200 7722
INFO 2023-04-04 18:08:18,287 basehttp 154 "GET /admin/goods/sku/15/change/ HTTP/1.1" 200 34310
INFO 2023-04-04 18:08:18,304 basehttp 154 "GET /admin/jsi18n/ HTTP/1.1" 200 7722
INFO 2023-04-04 18:08:19,869 basehttp 154 "POST /admin/goods/sku/15/change/ HTTP/1.1" 302 0
INFO 2023-04-04 18:08:19,919 basehttp 154 "GET /admin/goods/sku/ HTTP/1.1" 200 8949
INFO 2023-04-04 18:08:19,936 basehttp 154 "GET /admin/jsi18n/ HTTP/1.1" 200 7722
INFO 2023-04-04 18:08:20,878 basehttp 154 "GET /admin/goods/sku/14/change/ HTTP/1.1" 200 34312
INFO 2023-04-04 18:08:20,896 basehttp 154 "GET /admin/jsi18n/ HTTP/1.1" 200 7722
INFO 2023-04-04 18:08:22,017 basehttp 154 "POST /admin/goods/sku/14/change/ HTTP/1.1" 302 0
INFO 2023-04-04 18:08:22,071 basehttp 154 "GET /admin/goods/sku/ HTTP/1.1" 200 8950
INFO 2023-04-04 18:08:22,090 basehttp 154 "GET /admin/jsi18n/ HTTP/1.1" 200 7722
INFO 2023-04-04 18:08:23,267 basehttp 154 "GET /admin/goods/sku/13/change/ HTTP/1.1" 200 34310
INFO 2023-04-04 18:08:23,285 basehttp 154 "GET /admin/jsi18n/ HTTP/1.1" 200 7722
INFO 2023-04-04 18:08:24,464 basehttp 154 "POST /admin/goods/sku/13/change/ HTTP/1.1" 302 0
INFO 2023-04-04 18:08:24,520 basehttp 154 "GET /admin/goods/sku/ HTTP/1.1" 200 8949
INFO 2023-04-04 18:08:24,539 basehttp 154 "GET /admin/jsi18n/ HTTP/1.1" 200 7722
INFO 2023-04-04 18:08:25,487 basehttp 154 "GET /admin/goods/sku/12/change/ HTTP/1.1" 200 34310
INFO 2023-04-04 18:08:25,504 basehttp 154 "GET /admin/jsi18n/ HTTP/1.1" 200 7722
INFO 2023-04-04 18:08:26,723 basehttp 154 "POST /admin/goods/sku/12/change/ HTTP/1.1" 302 0
